parcelID,lat,lng,numFires,numCrimes,numViols,meanSales
0137A00056000000,40.38419414781529,-79.97897682240544,7,4,6,90279.25925925926
0060P00092000000,40.39573947502447,-79.99363397095459,9,6,8,91295.56756756757
0056J00186000000,40.40708022849388,-79.94775089712816,10,5,6,147792.08695652173
0054S00105000000,40.42455325787265,-79.93517580594643,9,4,19,259944.27450980392
0120N00015001000,40.48397038937247,-79.94947129498338,6,2,6,309709.0
0185H00150000000,40.371144886384,-79.91947882479606,1,1,4,85369.5
0052H00200C00100,40.44811675634372,-79.93565672435649,5,3,4,823018.7962962963
0013P00185000000,40.414431785134155,-79.97686345717896,5,12,12,90156.27272727272
0035F00169000000,40.410318576939325,-80.02638411835008,9,11,10,99497.35416666667
0040R00020000000,40.43546017712144,-80.05364252089893,3,5,11,116420.2
0090M00251000000,40.39787817374837,-79.91719276106953,1,0,0,
0085R00060000000,40.44300440530965,-79.92050955992033,3,7,1,576213.3
0024F00229000000,40.45815930431895,-79.99373365787655,12,11,14,157063.33898305084
0013R00200000000,40.41433083233039,-79.97053532701149,3,3,8,105670.85185185185
0084D00302000000,40.460126067138646,-79.9171185485917,5,10,3,384040.36363636365
0018A00288000000,40.43189714567724,-80.04685692077484,0,0,9,114045.4
0114N00219000000,40.483222671687145,-80.04785909900554,3,0,0,148572.5
0082R00277000000,40.47407237476892,-79.92231123619766,5,10,12,374641.65853658534
0046G00270000000,40.46970219124431,-80.00548216690666,4,6,4,81870.81818181818
0083M00369000000,40.46669869711298,-79.91859419375882,9,8,6,392591.8064516129
0054R00009000000,40.424726379805136,-79.94063355968869,6,1,12,203920.27027027027
0081G00062000000,40.477686000124855,-79.93732616007486,3,1,5,174314.0
0082E00206000000,40.47918106165645,-79.93008020072814,3,4,7,277983.3888888889
0075B00255000000,40.47987761106297,-80.04140385941525,3,7,6,118815.23684210527
0023F00265000A00,40.457935388436844,-80.01178572626317,17,26,14,677766.0833333334
0059J00188000000,40.397048614283285,-79.9826656296168,10,8,4,78150.72222222222
0052D00326000000,40.451706177060906,-79.93388575457875,4,6,5,638301.09375
0026F00185000000,40.4592417687217,-79.95925032949215,5,4,7,152634.12
0051M00325000000,40.45591436336859,-79.93304536368164,4,13,7,402454.4423076923
0056D00131000000,40.412915464657104,-79.93551359026294,2,1,2,136160.76923076922
0003L00172000000,40.42675395610103,-79.98767966588622,11,35,15,206935.49152542374
0173L00163000000,40.465148742046864,-79.89083517343073,8,3,7,18936.333333333332
0075C00219000000,40.4808403744684,-80.0389195388764,6,9,13,130084.03921568628
0023G00086000000,40.458542035469975,-80.00643945425955,12,19,10,232426.53846153847
0174R00318000B00,40.453724873754815,-79.88741966568766,14,13,13,35072.09090909091
0034J00086000000,40.406793153581845,-80.01470265765116,2,4,3,599457.2121212122
0062E00021000000,40.40069701152847,-80.03129282801305,3,1,4,95305.06666666667
0056N00006000000,40.40636303252132,-79.94555989976656,14,6,10,156839.92857142858
0084P00115020400,40.453163618843696,-79.9256002118017,6,7,8,382406.02
0003N00047000000,40.42481976224738,-79.99941419402725,11,16,13,131578.76923076922
0024J00302000C00,40.457047335610845,-79.9967290304347,13,17,17,223198.76923076922
0023F00123000000,40.45876218275713,-80.01147863041622,13,28,14,585564.2857142857
0061J00010000000,40.39838097316533,-80.01613462101075,4,1,1,125234.4375
0025H00024000000,40.4592466972022,-79.97003010278533,4,2,7,685863.2727272727
0075G00252000000,40.47737776720941,-80.03811050402902,10,9,3,104678.53658536586
0035D00157000000,40.41361548401888,-80.01780237731116,6,7,3,124894.8275862069
0042H00180000000,40.45923743087779,-80.05255600816602,6,12,13,48046.52173913043
0081L00207000000,40.475234402544736,-79.9370620483691,4,1,0,181770.58823529413
0026B00015000A00,40.461915607339165,-79.96115130233207,4,7,6,232909.84848484848
0042N00066000000,40.454788369920266,-80.06423323589078,5,10,7,87070.28125
0083H00242000000,40.46887746562912,-79.91711944213209,6,6,11,275942.75
0001H00327020100,40.43927854883216,-80.0012101091945,12,30,14,1161962.576923077
0052J00313000000,40.44549570080338,-79.9477947535645,10,2,4,236443.44736842104
0028G00073000000,40.43863277531008,-79.95624834459566,9,9,12,813047.7777777778
0006K00315000000,40.436891721898775,-80.024933619548,3,3,3,342967.01587301586
0010N00030000000,40.444940188366566,-79.97982006012502,19,21,10,431357.5882352941
0034M00116000000,40.40735316835366,-80.00184939091211,3,1,1,90176.5
0040L00013000000,40.43796229658557,-80.05513955631552,2,5,6,142916.40425531915
0097B00202000000,40.39248552773218,-80.02510325099973,4,6,9,121680.07142857143
0003R00149000000,40.42580376231767,-79.98990108652755,12,19,4,179893.8431372549
0087A00313000000,40.4310949641194,-79.92993809687715,9,3,8,279276.5675675676
0055S00056000000,40.41451623793206,-79.9330435237987,1,1,4,112915.55555555556
0023F00074000000,40.45956339765954,-80.0090985697137,9,14,11,388279.42391304346
0023S00074000000,40.45288503923348,-79.99961221987292,21,23,13,252509.0
0029C00132000000,40.432413770342954,-79.95616775517217,5,6,10,193898.1739130435
0004J00248000000,40.42617012228709,-80.01216617344721,7,12,9,192593.17647058822
0049J00101000000,40.46641212037883,-79.9648942959343,5,6,5,375071.224137931
0002B00351000001,40.44259307280655,-79.9936975254981,10,25,5,571252.48
0022D00280000000,40.461307521637714,-80.01718406553107,10,16,7,1186126.7142857143
0055C00259000000,40.421854367423805,-79.93868173552845,7,1,12,210326.78
0086F00125000000,40.43934330321123,-79.92491994064363,5,11,5,461665.15625
0042L00070000000,40.456621684489775,-80.05454241550913,6,14,19,124261.6
0003M00351000000,40.42619281855148,-79.98609489713955,12,38,16,212883.27536231885
0012L00005000000,40.42802247006676,-79.97437340002544,15,17,19,248029.49206349207
0011K00056000A00,40.437882422592295,-79.97463225322363,11,7,6,201004.73333333334
0033J00008000000,40.40708218481883,-79.9990444278253,4,1,2,58339.857142857145
0185H00004000000,40.37220047107645,-79.91671065223288,4,1,5,85625.54545454546
0049F00232000000,40.46904480604956,-79.9594688374206,5,9,15,282955.9
0011D00011000000,40.44061371344407,-79.9669291246277,9,6,4,185074.38888888888
0121E00062000000,40.488676211140394,-79.92909823946712,3,3,3,162943.5185185185
0243B00156000000,40.36460189210245,-79.91022942693995,2,1,3,151925.0
0086K00211000000,40.437574050798254,-79.92725322147008,7,9,3,395947.86842105264
0062B00067000000,40.40375685151994,-80.0274351694851,6,5,5,112684.55
0028E00165000000,40.43991633708814,-79.96525452332284,15,7,5,185074.38888888888
0021N00160000000,40.45429692335195,-80.04902502478947,5,13,17,144907.87096774194
0014B00137000000,40.42141972039602,-79.99456252129542,21,19,27,60179.32608695652
0173A00038000000,40.47167254233421,-79.89632635625021,4,7,10,36305.72222222222
0019F00111000000,40.438273308856765,-80.04237801423886,3,1,2,72466.28571428571
0082M00313000000,40.47483695032444,-79.91621566654345,2,2,3,403807.3448275862
0125E00026000000,40.459577891415016,-79.91475036283646,8,6,8,244072.03846153847
0002F00328000000,40.43857632332102,-79.99126868797337,22,10,3,175240.38461538462
0010J00259000000,40.44678984454156,-79.9809393612918,17,17,8,40348.6875
0077J00011000000,40.47682593782734,-80.01207355487367,4,0,6,80345.95833333333
0042H00046000000,40.45856812802379,-80.05301731282874,6,12,13,118883.90196078431
0137A00297000000,40.382747533189104,-79.9827389011107,4,5,5,84818.65625
0036N00144000000,40.404457878424296,-80.04820577800828,1,1,0,164604.6875
0085P00164000000,40.444276011873846,-79.92686244215328,1,6,5,621230.4666666667
0013S00004000000,40.415979830261165,-79.96989748503692,6,4,18,93034.075
0004K00052000000,40.426330078170416,-80.01072352720942,7,16,11,217850.8
0005P00117000000,40.424665287219206,-80.0265254855272,2,2,0,140743.64285714287
0124C00027000000,40.470031278874856,-79.90664333205771,10,7,4,117273.5
0033K00064000000,40.4074628034495,-79.99291390344266,5,5,4,67598.30188679245
0061H00099000100,40.399502699941934,-80.00155555294143,2,3,0,128491.33333333333
0002H00129000000,40.43901954816917,-79.98444332419649,13,18,6,1481895.6538461538
0004R00248000000,40.425005408291504,-80.00470884114027,12,12,10,171083.7594936709
0081G00004000000,40.479306743221194,-79.93903506542854,5,1,3,180744.5
0163L00064000000,40.49574732897144,-80.00672047649608,2,0,0,170893.75
0055L00031000000,40.41721860544904,-79.93726222497111,3,5,7,178697.22727272726
0023K00183000000,40.45649416131052,-80.01030386713737,19,15,13,505537.26136363635
0013P00015000000,40.41616081937628,-79.9760566251623,6,11,12,94534.33333333333
0050J00039000000,40.46639075518978,-79.94574161147078,11,12,11,179650.97959183675
0184R00176000000,40.36669261431752,-79.90564534686365,1,1,1,197955.0
0097G00055000000,40.390995217198686,-80.02149906073123,4,7,13,133001.21276595743
0004S00048000000,40.425846685791456,-79.99969456497783,11,11,12,312551.2051282051
0012R00098000000,40.42376013179241,-79.97037063272003,11,7,25,185397.75
0005E00010000000,40.4305360533648,-80.03179344181056,1,0,0,162790.0
0067A00010000000,40.42139924752508,-80.08016161255289,0,0,0,
0022F00148000000,40.45848800682922,-80.02651045666956,9,8,11,1059997.511627907
0051F00340000000,40.45887097970192,-79.9411596788397,6,13,5,395071.38095238095
0032J00240000000,40.4081042161484,-79.9801945653944,2,2,6,118250.47368421052
0012J00205000001,40.42674837184902,-79.98131005555123,11,35,33,242110.69026548672
0081C00147000000,40.480620105520075,-79.94023690356474,5,2,4,194190.94444444444
0004E00038000000,40.43020462552953,-80.01483039434035,6,4,11,203808.84
0173N00346000000,40.462671109311614,-79.89777579337513,15,10,20,50457.0
0003M00029000000,40.4274563218511,-79.98328899635585,10,39,26,241112.05454545454
0126B00083000000,40.45125498295639,-79.91059843304969,5,5,1,502401.20408163266
0003H00116000000,40.428977849069554,-79.9835224368453,11,38,20,255002.7238095238
0022P00130000000,40.45431782531448,-80.02617781395871,11,8,16,143572.3777777778
0087F00068000000,40.43047996379515,-79.9271272001098,18,5,6,357596.4375
0013D00283000000,40.422405077051934,-79.96753959429388,6,5,25,145455.79032258064
0006L00048000000,40.43699906170745,-80.02389118051971,3,3,3,348982.6349206349
0089A00116000000,40.41173742226236,-79.93120829793337,0,0,1,79585.0
0051C00035000000,40.46070218332663,-79.94090712582891,4,9,4,391161.74074074073
0115B00100000000,40.48933436459409,-80.02584854657341,1,1,1,188322.31818181818
0033M00092000000,40.40838998877136,-79.98419552616701,1,3,5,165478.61538461538
0096C00057000000,40.39367992214786,-80.0044021846863,2,4,5,136307.74468085106
0126R00060000000,40.44481853730463,-79.90709706219904,1,2,2,417735.45454545453
0011S00012000000,40.43566292107603,-79.96663006038446,8,9,4,910993.8333333334
0083G00222000000,40.46853424855994,-79.92199929159963,10,15,11,297926.9090909091
0052B00098071600,40.45253381050952,-79.94204342361786,5,5,0,635757.95
0026K00209000000,40.45608946553032,-79.96062997441531,7,4,12,93554.16666666667
0055C00054000000,40.42162679581296,-79.94080185918013,8,1,11,208097.77777777778
0013G00333000000,40.419128343372805,-79.97226799190254,7,10,29,100163.72131147541
0033R00093000000,40.406539614795626,-79.99055382107699,1,3,4,94042.22413793103
0050L00208000000,40.465748812089416,-79.93845583376287,10,9,15,124045.01351351352
0040B00161000000,40.44173172885333,-80.06024671634361,1,2,2,190038.31818181818
0011D00088000000,40.44225264878956,-79.96688783184365,10,7,3,167280.5
0124E00200000000,40.46755812177789,-79.91593045253573,8,6,4,266403.9375
0128N00257000000,40.42491741945247,-79.91358779785571,1,0,1,555834.0625
0071R00181000000,40.454376790253534,-80.07290394775251,5,2,0,140894.73913043478
0019J00050000000,40.4370788297274,-80.04631447690656,1,0,4,114684.08333333333
0054P00161000000,40.4252733983819,-79.94260850926753,6,0,11,195685.125
0002F00175009500,40.439344612804376,-79.99275290292931,22,14,5,406865.3846153846
0083A00101000000,40.47194195563043,-79.93088466364635,9,6,8,257208.77142857143
0174R00322000000,40.45370537689316,-79.8877756767794,17,13,14,35244.818181818184
0026N00166000A00,40.454082791200655,-79.96410644207018,4,4,15,73117.26530612246
0062C00118000000,40.40314385249059,-80.02290613229565,2,4,2,112519.55102040817
0015M00314000000,40.41639142896143,-80.0034226431384,14,4,13,27409.3
0071H00069000000,40.45829061024436,-80.06895851118156,4,4,1,110567.26086956522
0012E00198000000,40.42995948079513,-79.97960117193928,12,32,23,252009.95744680852
0095K00252000000,40.38843899746074,-79.99222976365962,3,4,6,90323.5945945946
0034J00190000000,40.40755922593205,-80.01491050063886,2,2,3,670547.5862068966
0014D00007000000,40.42340010262564,-79.98619054690634,10,10,12,149094.38571428572
0184R00165000000,40.367135842318525,-79.90585841189463,1,1,1,191055.0
0080G00266000A00,40.47785855302397,-79.95412461474659,5,6,12,299404.04395604396
0124S00362000000,40.46424310806765,-79.8997803465537,11,8,18,40079.192307692305
0023D00217000000,40.46245108034051,-80.00138849985335,6,3,2,114784.3125
0087N00257000000,40.42543437802908,-79.92868681838824,9,4,21,262497.140625
0055G00216000000,40.42064649197628,-79.93770104108486,8,6,12,200337.25
0035D00159000000,40.41351769683126,-80.01780385203709,6,7,3,124894.8275862069
0027H00125000000,40.44947479881166,-79.95179638351799,8,14,2,323201.26666666666
0095F00132000000,40.390713041397234,-79.99369747827842,4,3,2,91434.13513513513
0011K00144000A00,40.43698492421535,-79.97738565567482,9,13,7,209934.04347826086
0052D00247000000,40.450718656957584,-79.93433711231202,5,4,5,693498.3653846154
0173E00089000000,40.46899129632212,-79.89776382412887,6,11,16,43449.18518518518
0013R00220000000,40.415764980031256,-79.97176102902908,6,7,20,94666.13157894737
0124N00349000000,40.46447068848994,-79.9125931562027,13,8,10,79580.44
0056J00038000000,40.408053101471296,-79.94547615923263,13,6,13,164156.84444444443
0070H00035000000,40.4498134284844,-80.06779846772076,4,4,2,120335.2
0023E00379000000,40.45831061782328,-80.01519964034715,15,15,10,840515.4415584416
0094J00166000000,40.388449302646,-79.98153270149638,4,7,5,141579.0588235294
0006A00254000000,40.44176495071133,-80.03010734543754,0,4,7,332858.3333333333
0028E00169000000,40.44019209064923,-79.96527696928817,15,6,5,185074.38888888888
0173J00041000000,40.46676676704584,-79.89825324063547,10,9,21,32772.41379310345
0056D00046000000,40.41340166551988,-79.93495192493357,1,1,3,147490.83333333334
0232B00222000000,40.450976282855386,-79.87632568879273,9,2,5,90413.9
0121G00115000000,40.48841394137152,-79.92354814959353,3,3,2,170459.37037037036
0094N00288000000,40.385068782873695,-79.9802973398698,7,5,7,87269.03225806452
0054L00291000000,40.426228124938525,-79.937213407732,7,3,15,226632.5641025641
0133N00289000000,40.3771210570392,-79.91509246761987,2,2,1,89513.77777777778
0062H00029000000,40.40111291330162,-80.02019672585318,4,4,1,116599.38
0013K00103000000,40.417536187232656,-79.97687617801915,5,10,12,109262.91428571429
0048E00257000000,40.46887751869411,-79.97969631314993,6,7,8,80575.35135135135
0050F00050000000,40.46760975076068,-79.94361140377421,10,8,9,141365.62264150943
0024A00135000000,40.46211444472932,-79.99837951721261,7,1,7,110393.64705882352
0016K00095000000,40.416752210697325,-80.0257024722673,7,7,3,94641.18518518518
0243C00145000000,40.36392417617736,-79.90649962401938,1,1,1,211771.42857142858
0042K00014000000,40.45536479186753,-80.06164043643673,7,7,8,62008.58620689655
0013G00087000000,40.420541662791976,-79.9708805299139,9,8,31,120350.15873015873
0035B00226000000,40.41374912802259,-80.02517663956867,11,11,5,107710.75555555556
0012K00129000001,40.42754227962845,-79.97813107216096,16,33,31,239765.51886792452
0050H00275000F00,40.46874312257301,-79.93567230754172,8,5,13,90888.26229508196
0116R00177000000,40.48409610837843,-80.00550549802942,3,2,0,115000.0
0174A00222000000,40.461209640057625,-79.89877015565318,19,14,15,81212.44827586207
0004L00113000000,40.42646263764037,-80.00573289494507,8,13,10,386837.5873015873
0024P00190000000,40.452871941134575,-79.99409411563306,12,13,9,201634.86956521738
0019A00064000000,40.44225711853795,-80.04612958907249,4,1,5,92096.66666666667
0086C00117000000,40.44109948916351,-79.92131556347066,5,10,5,560740.9130434783
0071H00127000000,40.45895218555945,-80.06647295498203,3,2,4,93109.38095238095
0039C00040000000,40.43240273155677,-80.05715916356812,2,4,1,127388.88888888889
0049P00385020200,40.4624533356202,-79.96071868357836,3,7,6,275696.49275362317
0003R00069000000,40.425642952716245,-79.98771994814966,11,25,8,186769.50746268657
0127J00256000000,40.43729518755927,-79.91298454820921,1,1,3,803206.6923076923
0003J00079000000,40.42746854084128,-79.99616079897741,8,9,8,758753.8478260869
0010K00149000000,40.44645683361446,-79.97754971245325,19,23,10,206242.53846153847
0035J00045000000,40.40726398295019,-80.03207319074576,4,2,8,135521.36363636365
0050L00121000000,40.46634422511392,-79.93757904966918,7,7,13,123287.93421052632
0124H00320000000,40.46780278426057,-79.90062409532494,10,9,20,34157.88888888889
0060B00102000000,40.403886381693525,-79.99163772958381,2,3,3,77261.54761904762
0051M00083000000,40.45701943300399,-79.93522857055046,2,11,6,382405.3076923077
0086B00081000000,40.44090054366211,-79.92590139319016,3,11,6,542609.1923076923
0033D00069000000,40.413563711472335,-79.98487834553667,5,10,5,140551.9516129032
0034F00393000000,40.41006663795212,-80.00876403731733,1,3,1,141052.3076923077
0056D00164000000,40.41268598690807,-79.93539515161528,2,1,2,134757.5
0015A00124000000,40.4229900711304,-80.01273176907041,8,6,6,181772.13725490196
0056P00021000000,40.404492606807935,-79.94515457628609,12,4,9,113812.23076923077
0011L00017000000,40.43778624780009,-79.97067611977373,4,9,2,256328.41666666666
0076J00096000000,40.47638343716613,-80.02925325662179,15,7,7,77973.27027027027
0081E00042000000,40.47873972277208,-79.94897701116076,5,7,9,273577.1789473684
0029H00189000000,40.43036139653282,-79.95230448410774,6,4,8,173388.75757575757
0137A00206000000,40.383224344460885,-79.98261259787533,5,6,7,81186.38235294117
0094B00089000000,40.392959759682725,-79.97755016563053,2,0,0,185762.09523809524
0010L00099000000,40.44657433196526,-79.9743569470472,13,17,13,139230.33333333334
0231L00390000000,40.454054864535365,-79.87475111573075,14,6,5,92238.58333333333
0012L00089000000,40.42639801289098,-79.97381529242013,18,19,27,227146.27397260274
0088F00263000000,40.420285645776936,-79.92465362665027,4,8,7,329872.5
0030F00040000000,40.420574583819146,-79.96109433034906,2,3,0,141124.875
0049F00229000000,40.46917986810893,-79.95965293739414,5,8,14,282945.31775700935
0006R00037000000,40.43461791199414,-80.02429005249395,5,1,3,260564.56097560975
0172L00106000000,40.47494909384277,-79.88910657828485,1,0,2,49856.25
0047L00058000000,40.46596474148704,-79.98992215812166,8,5,4,95927.51612903226
0033L00353000000,40.40890389080931,-79.98907497629159,3,6,6,103021.875
0050L00094000000,40.46664891380006,-79.93983817361392,11,6,13,115986.70588235294
0047S00177000000,40.46359510265554,-79.9846593770592,8,7,5,130587.5
0025N00030050700,40.4545871278463,-79.98095706296526,1,2,5,2388786.3913043477
0005C00183000000,40.432740395848725,-80.02222792311795,4,1,3,250056.62162162163
0080G00239000000,40.4787281456576,-79.95400029171054,5,7,12,285428.9696969697
0124P00156000000,40.46429332127551,-79.9089462169401,16,5,13,58822.8125
0087N00097000000,40.42528390896592,-79.93273808913797,6,3,17,252557.48214285713
0125L00034000000,40.45678624802903,-79.90375079227833,13,9,4,147922.09523809524
0014F00317000000,40.41948239552376,-79.99234130268388,24,20,34,35955.71621621621
0036F00161000000,40.410724031877486,-80.04373786086222,1,0,1,172090.0
0006B00161050300,40.44104778848178,-80.02508664225508,2,5,0,284194.0
0035L00209000000,40.4077399408752,-80.02146220781826,6,5,5,415373.07547169813
0010K00075000000,40.44634516067887,-79.97524426304794,13,18,14,153162.11111111112
0001M00038000000,40.43672298368639,-80.00028702192515,8,10,10,922218.5652173914
0084J00378000200,40.455255887641655,-79.92976648315478,2,8,9,370591.5
0134A00160000000,40.383193132216725,-79.9307337787592,3,0,0,42467.8
0071G00095000000,40.4583009265507,-80.07361264176883,5,5,1,98971.42307692308
0035D00054000000,40.41213313616058,-80.0195349204454,6,6,4,129869.51219512195
